Run,Assay Type,AvgSpotLen,BARCODE,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,samp_collect_device,Sample Name,Site,SRA Study
SRR8760088,AMPLICON,355,18S,49714675,PRJNA515494,SAMN10847377,Metagenome or environmental,24215034,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550617,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,18SZ28,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),18SZ28,site 2,SRP189053
SRR8760089,AMPLICON,337,18S,13775938,PRJNA515494,SAMN10847378,Metagenome or environmental,5401254,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550616,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,Z04D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z04D,site 2,SRP189053
SRR8760090,AMPLICON,597,COI,24292851,PRJNA515494,SAMN10847264,Metagenome or environmental,14773413,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550615,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIW03,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW03,site 4,SRP189053
SRR8760091,AMPLICON,350,18S,46463167,PRJNA515494,SAMN10847263,Metagenome or environmental,22617816,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550614,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW31,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW31,site 3,SRP189053
SRR8760092,AMPLICON,597,COI,33974533,PRJNA515494,SAMN10847266,Metagenome or environmental,20697838,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550613,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIW18,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW18,site 4,SRP189053
SRR8760093,AMPLICON,598,COI,23665606,PRJNA515494,SAMN10847265,Metagenome or environmental,14385773,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550612,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIW09,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW09,site 4,SRP189053
SRR8760094,AMPLICON,342,18S,47345283,PRJNA515494,SAMN10847260,Metagenome or environmental,22145056,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550611,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW17,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW17,site 3,SRP189053
SRR8760095,AMPLICON,342,18S,55941163,PRJNA515494,SAMN10847259,Metagenome or environmental,28401364,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550610,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW11,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW11,site 3,SRP189053
SRR8760096,AMPLICON,347,18S,43681085,PRJNA515494,SAMN10847262,Metagenome or environmental,20436029,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550609,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW23,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW23,site 3,SRP189053
SRR8760097,AMPLICON,343,18S,45024219,PRJNA515494,SAMN10847261,Metagenome or environmental,22209890,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550608,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW20,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW20,site 3,SRP189053
SRR8760098,AMPLICON,582,COI,17101664,PRJNA515494,SAMN10847285,Metagenome or environmental,9498065,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550607,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,B03,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,B03,site 1,SRP189053
SRR8760099,AMPLICON,333,18S,56445802,PRJNA515494,SAMN10847268,Metagenome or environmental,27748051,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550606,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SW03,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW03,site 4,SRP189053
SRR8760100,AMPLICON,600,COI,36402447,PRJNA515494,SAMN10847267,Metagenome or environmental,22815588,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550605,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIW24,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW24,site 4,SRP189053
SRR8760101,AMPLICON,598,COI,40795699,PRJNA515494,SAMN10847294,Metagenome or environmental,26726115,AZTI,2017-10-06,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550604,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIB39,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,COIB39,site 1,SRP189053
SRR8760102,AMPLICON,595,COI,27374197,PRJNA515494,SAMN10847242,Metagenome or environmental,16456386,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550603,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIW07,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW07,site 2,SRP189053
SRR8760103,AMPLICON,361,18S,45016876,PRJNA515494,SAMN10847364,Metagenome or environmental,24154139,AZTI,2017-10-11,public,"sra,fastq",s3,s3.us-east-1,7m,SRX5550602,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SPVC42,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC42,site 4,SRP189053
SRR8760104,AMPLICON,346,18S,35753210,PRJNA515494,SAMN10847363,Metagenome or environmental,17820289,AZTI,2017-10-10,public,"fastq,sra",s3,s3.us-east-1,3m,SRX5550601,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SPVC41,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC41,site 4,SRP189053
SRR8760105,AMPLICON,592,COI,24236312,PRJNA515494,SAMN10847366,Metagenome or environmental,13412564,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550600,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z02A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z02A,site 1,SRP189053
SRR8760106,AMPLICON,597,COI,33776939,PRJNA515494,SAMN10847365,Metagenome or environmental,21107930,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550599,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,COIZ26,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),COIZ26,site 1,SRP189053
SRR8760107,AMPLICON,336,18S,43648290,PRJNA515494,SAMN10847360,Metagenome or environmental,20835307,AZTI,2017-06-27,public,"sra,fastq",s3,s3.us-east-1,1m,SRX5550598,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SPVC17,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC17,site 4,SRP189053
SRR8760108,AMPLICON,339,18S,34971279,PRJNA515494,SAMN10847342,Metagenome or environmental,16059756,AZTI,2017-10-06,public,"sra,fastq",s3,s3.us-east-1,7m,SRX5550597,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SPVC30,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC30,site 1,SRP189053
SRR8760109,AMPLICON,329,18S,40811029,PRJNA515494,SAMN10847341,Metagenome or environmental,20124681,AZTI,2017-10-05,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550596,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SPVC29,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC29,site 1,SRP189053
SRR8760110,AMPLICON,335,18S,52906764,PRJNA515494,SAMN10847340,Metagenome or environmental,26818416,AZTI,2017-10-04,public,"sra,fastq",s3,s3.us-east-1,1m,SRX5550595,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SPVC28,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC28,site 1,SRP189053
SRR8760111,AMPLICON,348,18S,21159194,PRJNA515494,SAMN10847339,Metagenome or environmental,10752314,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,7m,SRX5550594,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SPVC03,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC03,site 1,SRP189053
SRR8760112,AMPLICON,595,COI,32538126,PRJNA515494,SAMN10847359,Metagenome or environmental,20685306,AZTI,2017-10-11,public,"fastq,sra",s3,s3.us-east-1,7m,SRX5550593,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIPVC42,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC42,site 4,SRP189053
SRR8760113,AMPLICON,353,18S,36667042,PRJNA515494,SAMN10847362,Metagenome or environmental,18916240,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,7m,SRX5550592,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SPVC19,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC19,site 4,SRP189053
SRR8760114,AMPLICON,333,18S,33869365,PRJNA515494,SAMN10847361,Metagenome or environmental,16329619,AZTI,2017-06-27,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550591,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SPVC18,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC18,site 4,SRP189053
SRR8760115,AMPLICON,590,COI,21781622,PRJNA515494,SAMN10847368,Metagenome or environmental,12780654,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550590,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z18A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z18A,site 1,SRP189053
SRR8760116,AMPLICON,592,COI,22341799,PRJNA515494,SAMN10847367,Metagenome or environmental,11675727,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,water column,SRX5550589,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,Z10A,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (280 µm),Z10A,site 1,SRP189053
SRR8760117,AMPLICON,350,18S,52518073,PRJNA515494,SAMN10847275,Metagenome or environmental,26339096,AZTI,2017-03-13,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550588,Spain,Europe,Spain: Vigo,not applicable,Illumina MiSeq,not applicable,42.24 N 8.71 W,18SW28,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW28,site 2,SRP189053
SRR8760118,AMPLICON,594,COI,37088774,PRJNA515494,SAMN10847276,Metagenome or environmental,21797544,AZTI,2017-03-13,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550587,Spain,Europe,Spain: Vigo,not applicable,Illumina MiSeq,not applicable,42.25 N 8.71 W,COIW29,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW29,site 3,SRP189053
SRR8760119,AMPLICON,349,18S,46859700,PRJNA515494,SAMN10847273,Metagenome or environmental,24526025,AZTI,2017-03-13,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550586,Spain,Europe,Spain: Vigo,not applicable,Illumina MiSeq,not applicable,42.24 N 8.72 W,18SW27,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW27,site 1,SRP189053
SRR8760120,AMPLICON,598,COI,32345885,PRJNA515494,SAMN10847274,Metagenome or environmental,19952372,AZTI,2017-03-13,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550585,Spain,Europe,Spain: Vigo,not applicable,Illumina MiSeq,not applicable,42.24 N 8.71 W,COIW28,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW28,site 2,SRP189053
SRR8760121,AMPLICON,345,18S,50490003,PRJNA515494,SAMN10847271,Metagenome or environmental,24207465,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550584,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SW24,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW24,site 4,SRP189053
SRR8760122,AMPLICON,590,COI,26650803,PRJNA515494,SAMN10847272,Metagenome or environmental,15477443,AZTI,2017-03-13,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550583,Spain,Europe,Spain: Vigo,not applicable,Illumina MiSeq,not applicable,42.24 N 8.72 W,COIW27,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW27,site 1,SRP189053
SRR8760123,AMPLICON,336,18S,59455875,PRJNA515494,SAMN10847269,Metagenome or environmental,29572676,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550582,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SW09,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW09,site 4,SRP189053
SRR8760124,AMPLICON,348,18S,67272669,PRJNA515494,SAMN10847270,Metagenome or environmental,35461256,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550581,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,18SW18,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW18,site 4,SRP189053
SRR8760125,AMPLICON,343,18S,47784245,PRJNA515494,SAMN10847277,Metagenome or environmental,24021311,AZTI,2017-03-13,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550580,Spain,Europe,Spain: Vigo,not applicable,Illumina MiSeq,not applicable,42.25 N 8.71 W,18SW29,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW29,site 3,SRP189053
SRR8760126,AMPLICON,304,COI,1059227,PRJNA515494,SAMN10847278,Metagenome or environmental,742112,AZTI,not applicable,public,"fastq,sra",s3,s3.us-east-1,not applicable,SRX5550579,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,not applicable,COIW32,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water (extraction negative control),COIW32,not applicable,SRP189053
SRR8760127,AMPLICON,335,18S,31098746,PRJNA515494,SAMN10847419,Metagenome or environmental,11274869,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550578,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,Z21D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),Z21D,site 3,SRP189053
SRR8760128,AMPLICON,598,COI,43088899,PRJNA515494,SAMN10847420,Metagenome or environmental,28318059,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550577,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIZ31,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),COIZ31,site 4,SRP189053
SRR8760129,AMPLICON,332,18S,48343189,PRJNA515494,SAMN10847349,Metagenome or environmental,24357995,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,1m,SRX5550576,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SPVC14,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC14,site 3,SRP189053
SRR8760130,AMPLICON,324,18S,30929810,PRJNA515494,SAMN10847350,Metagenome or environmental,15349741,AZTI,2017-06-27,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550575,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SPVC15,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC15,site 3,SRP189053
SRR8760131,AMPLICON,363,18S,29142277,PRJNA515494,SAMN10847351,Metagenome or environmental,14679707,AZTI,2017-06-27,public,"sra,fastq",s3,s3.us-east-1,7m,SRX5550574,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SPVC16,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC16,site 3,SRP189053
SRR8760132,AMPLICON,322,18S,43075797,PRJNA515494,SAMN10847352,Metagenome or environmental,21362970,AZTI,2017-10-07,public,"fastq,sra",s3,s3.us-east-1,1m,SRX5550573,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SPVC37,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC37,site 3,SRP189053
SRR8760133,AMPLICON,352,18S,37062573,PRJNA515494,SAMN10847353,Metagenome or environmental,18689515,AZTI,2017-10-08,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550572,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SPVC38,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC38,site 3,SRP189053
SRR8760134,AMPLICON,338,18S,37897543,PRJNA515494,SAMN10847354,Metagenome or environmental,17255698,AZTI,2017-10-09,public,"fastq,sra",s3,s3.us-east-1,7m,SRX5550571,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SPVC39,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,18SPVC39,site 3,SRP189053
SRR8760135,AMPLICON,599,COI,90352593,PRJNA515494,SAMN10847355,Metagenome or environmental,53020958,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,1m,SRX5550570,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIPVC17,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC17,site 4,SRP189053
SRR8760136,AMPLICON,599,COI,56795176,PRJNA515494,SAMN10847356,Metagenome or environmental,33175677,AZTI,2017-06-27,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550569,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIPVC18,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC18,site 4,SRP189053
SRR8760137,AMPLICON,600,COI,55806788,PRJNA515494,SAMN10847357,Metagenome or environmental,31647406,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,7m,SRX5550568,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIPVC19,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC19,site 4,SRP189053
SRR8760138,AMPLICON,597,COI,30789781,PRJNA515494,SAMN10847358,Metagenome or environmental,18117891,AZTI,2017-10-10,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550567,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,COIPVC41,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC41,site 4,SRP189053
SRR8760139,AMPLICON,343,18S,25957074,PRJNA515494,SAMN10847427,Metagenome or environmental,10357293,AZTI,2017-05-31,public,"fastq,sra",s3,s3.us-east-1,water column,SRX5550566,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.28 N 2.97 W,Z23D,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,zooplankton net (60 µm),Z23D,site 4,SRP189053
SRR8760140,AMPLICON,596,COI,18951620,PRJNA515494,SAMN10847241,Metagenome or environmental,11511458,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550565,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIW01,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW01,site 2,SRP189053
SRR8760141,AMPLICON,347,18S,55151043,PRJNA515494,SAMN10847240,Metagenome or environmental,27246302,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550564,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SW30,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW30,site 1,SRP189053
SRR8760142,AMPLICON,349,18S,56199141,PRJNA515494,SAMN10847239,Metagenome or environmental,28951873,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550563,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,18SW21,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW21,site 1,SRP189053
SRR8760143,AMPLICON,337,18S,51781582,PRJNA515494,SAMN10847246,Metagenome or environmental,25569486,AZTI,2017-02-03,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550562,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,18SW07,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW07,site 2,SRP189053
SRR8760144,AMPLICON,332,18S,45087819,PRJNA515494,SAMN10847245,Metagenome or environmental,22845808,AZTI,2016-11-22,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550561,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,18SW01,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW01,site 2,SRP189053
SRR8760145,AMPLICON,598,COI,46122419,PRJNA515494,SAMN10847244,Metagenome or environmental,26448247,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550560,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIW22,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW22,site 2,SRP189053
SRR8760146,AMPLICON,595,COI,48163612,PRJNA515494,SAMN10847243,Metagenome or environmental,29638850,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550559,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIW16,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW16,site 2,SRP189053
SRR8760147,AMPLICON,344,18S,58255817,PRJNA515494,SAMN10847248,Metagenome or environmental,28580788,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550558,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,18SW22,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW22,site 2,SRP189053
SRR8760148,AMPLICON,346,18S,52065066,PRJNA515494,SAMN10847247,Metagenome or environmental,26737325,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550557,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,18SW16,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW16,site 2,SRP189053
