organismQuantity	eventID	materialSampleID	eventRemarks	verbatimCoordinates	locality	verbatimDepth	eventDate	occurrenceStatus	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	Aglaophenia	Aglaophenia tubulifera	urn:lsid:marinespecies.org:taxname:117285	species	tubulifera	asv.1502_SAMN10847251
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	Aglaophenia	Aglaophenia tubulifera	urn:lsid:marinespecies.org:taxname:117285	species	tubulifera	asv.1502_SAMN10847219
6	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads	Eukaryota		Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	Dinobryon divergens	urn:lsid:marinespecies.org:taxname:157248	species	divergens	asv.1553_SAMN10847266
6	SAMN10847265	SAMN10847265	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-02-03	present	6365	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Sabellida	Serpulidae	Ficopomatus	Ficopomatus enigmaticus	urn:lsid:marinespecies.org:taxname:130988	species	enigmaticus	asv.1555_SAMN10847265
6	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Sabellida	Serpulidae	Ficopomatus	Ficopomatus enigmaticus	urn:lsid:marinespecies.org:taxname:130988	species	enigmaticus	asv.1555_SAMN10847359
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1572_SAMN10847219
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota		Pelagophyceae	Pelagomonadales		Aureococcus	Aureococcus anophagefferens	urn:lsid:marinespecies.org:taxname:375699	species	anophagefferens	asv.1620_SAMN10847229
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1624_SAMN10847251
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1624_SAMN10847219
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1631_SAMN10847231
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1632_SAMN10847229
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1632_SAMN10847228
6	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1638_SAMN10847249
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Coscinodiscophyceae				Coscinodiscophyceae	urn:lsid:marinespecies.org:taxname:148900	class		asv.164_SAMN10847229
6	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	pusilla	asv.1669_SAMN10847276
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1674_SAMN10847226
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales			Tremellales	urn:lsid:marinespecies.org:taxname:437926	order		asv.1731_SAMN10847226
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1734_SAMN10847251
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1786_SAMN10847226
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1787_SAMN10847231
6	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.1809_SAMN10847266
6	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1822_SAMN10847333
6	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota	Phoronida				Phoronis	Phoronis hippocrepia	urn:lsid:marinespecies.org:taxname:128548	species	hippocrepia	asv.1829_SAMN10847345
6	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1844_SAMN10847276
6	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Arachnida				Arachnida	urn:lsid:marinespecies.org:taxname:1300	class		asv.1887_SAMN10847348
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1914_SAMN10847228
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa circularisquama	urn:lsid:marinespecies.org:taxname:233610	species	circularisquama	asv.1916_SAMN10847229
6	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1929_SAMN10847255
6	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae				Phaeophyceae	urn:lsid:marinespecies.org:taxname:830	class		asv.1951_SAMN10847272
6	SAMN10847348	SAMN10847348	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-10-09	present	55832	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Cryptosulidae	Cryptosula	Cryptosula pallasiana	urn:lsid:marinespecies.org:taxname:111343	species	pallasiana	asv.1963_SAMN10847348
6	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri				Actinopteri	urn:lsid:marinespecies.org:taxname:843664	class		asv.1975_SAMN10847276
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus	urn:lsid:marinespecies.org:taxname:138228	genus		asv.1976_SAMN10847219
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.1980_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia clausii	urn:lsid:marinespecies.org:taxname:416523	species	clausii	asv.1981_SAMN10847223
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2003_SAMN10847251
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2006_SAMN10847253
6	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.201_SAMN10847272
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota		Pelagophyceae	Pelagomonadales		Pelagomonas	Pelagomonas calceolata	urn:lsid:marinespecies.org:taxname:345504	species	calceolata	asv.203_SAMN10847251
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2054_SAMN10847223
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2055_SAMN10847228
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2066_SAMN10847226
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2071_SAMN10847228
6	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa circularisquama	urn:lsid:marinespecies.org:taxname:233610	species	circularisquama	asv.2087_SAMN10847255
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2094_SAMN10847253
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Rhodophyta	Florideophyceae	Rhodogorgonales	Rhodogorgonaceae	Rhodenigma	Rhodenigma contortum	urn:lsid:marinespecies.org:taxname:1371530	species	contortum	asv.2130_SAMN10847229
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2151_SAMN10847251
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dinophyceae	Gymnodiniales	Gymnodiniaceae		Gymnodiniaceae	urn:lsid:marinespecies.org:taxname:109410	family		asv.2152_SAMN10847226
6	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2156_SAMN10847249
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Coscinodiscophyceae				Coscinodiscophyceae	urn:lsid:marinespecies.org:taxname:148900	class		asv.2159_SAMN10847253
6	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2169_SAMN10847255
6	SAMN10847267	SAMN10847267	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-09-05	present	22692	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2182_SAMN10847267
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.223_SAMN10847229
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata	urn:lsid:marinespecies.org:taxname:110152	species	rotundata	asv.2245_SAMN10847223
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2252_SAMN10847251
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2252_SAMN10847226
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	Obelia	Obelia dichotoma	urn:lsid:marinespecies.org:taxname:117386	species	dichotoma	asv.23_SAMN10847253
6	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2301_SAMN10847272
6	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2301_SAMN10847276
6	SAMN10847253	SAMN10847253	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-05-31	present	28126	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina	urn:lsid:marinespecies.org:taxname:115090	genus		asv.234_SAMN10847253
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2343_SAMN10847219
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Mollusca	Polyplacophora	Chitonida	Acanthochitonidae	Acanthochitona	Acanthochitona	urn:lsid:marinespecies.org:taxname:137613	genus		asv.2344_SAMN10847219
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2345_SAMN10847223
6	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2353_SAMN10847223
6	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2354_SAMN10847336
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	pusilla	asv.236_SAMN10847231
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2360_SAMN10847251
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2361_SAMN10847251
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.237_SAMN10847229
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	Psammoneis	Psammoneis japonica	urn:lsid:marinespecies.org:taxname:623384	species	japonica	asv.2371_SAMN10847229
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa circularisquama	urn:lsid:marinespecies.org:taxname:233610	species	circularisquama	asv.2390_SAMN10847231
6	SAMN10847272	SAMN10847272	filtered water	42.24 N 8.72 W	Spain: Vigo	surface	2017-03-13	present	24801	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2392_SAMN10847272
6	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Insecta				Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass		asv.2401_SAMN10847251
6	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2402_SAMN10847276
6	SAMN10847266	SAMN10847266	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-05-31	present	14698	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	Scenedesmus quadricauda	urn:lsid:marinespecies.org:taxname:163441	species	quadricauda	asv.2404_SAMN10847266
6	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2410_SAMN10847255
6	SAMN10847265	SAMN10847265	filtered water	43.28 N 2.97 W	Spain: Bilbao	surface	2017-02-03	present	6365	DNA Sequence reads	DNA Sequence reads	Eukaryota	Discosea		Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium	urn:lsid:marinespecies.org:taxname:391852	genus		asv.2420_SAMN10847265
6	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2428_SAMN10847333
6	SAMN10847345	SAMN10847345	settlement plates	43.34 N 3.04 W	Spain: Bilbao	7m	2017-06-27	present	82594	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2442_SAMN10847345
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2479_SAMN10847229
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Rhizophyllidaceae	Portieria	Portieria cf. hornemannii sp.41 FL_2018	urn:lsid:marinespecies.org:taxname:206097	genus		asv.2486_SAMN10847226
6	SAMN10847229	SAMN10847229	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-05-31	present	51070	DNA Sequence reads	DNA Sequence reads	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis	urn:lsid:marinespecies.org:taxname:147586	genus		asv.2498_SAMN10847229
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2513_SAMN10847231
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2514_SAMN10847231
6	SAMN10847255	SAMN10847255	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-09-05	present	40406	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae		Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002	family		asv.2515_SAMN10847255
6	SAMN10847249	SAMN10847249	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2016-11-22	present	27377	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2517_SAMN10847249
6	SAMN10847359	SAMN10847359	settlement plates	43.28 N 2.97 W	Spain: Bilbao	7m	2017-10-11	present	43570	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia borealis complex sp.	urn:lsid:marinespecies.org:taxname:149208	genus		asv.2531_SAMN10847359
6	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2564_SAMN10847333
6	SAMN10847333	SAMN10847333	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-06-27	present	73769	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2565_SAMN10847333
6	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Appendicularia	Copelata	Fritillariidae	Appendicularia	Appendicularia	urn:lsid:marinespecies.org:taxname:146421	class		asv.2568_SAMN10847336
6	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa				Hydrozoa	urn:lsid:marinespecies.org:taxname:1337	class		asv.2612_SAMN10847219
6	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2632_SAMN10847226
6	SAMN10847276	SAMN10847276	filtered water	42.25 N 8.71 W	Spain: Vigo	surface	2017-03-13	present	40184	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2633_SAMN10847276
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.2646_SAMN10847228
6	SAMN10847228	SAMN10847228	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2016-11-22	present	32657	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2647_SAMN10847228
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Ectocarpales	Scytosiphonaceae	Hydroclathrus	Hydroclathrus stephanosorus	urn:lsid:marinespecies.org:taxname:376550	species	stephanosorus	asv.2649_SAMN10847231
6	SAMN10847231	SAMN10847231	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-09-05	present	57217	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.2654_SAMN10847231
